"","ï..ID","Age","Experience","Income","ZIP.Code","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","responsetime","problem_group","portion","time"
"470",470,48,23,10,94609,2,0.7,3,0,0,0,0,1,1,18.0694798845798,0,0,2020-02-15 22:30:43
"471",471,32,6,84,91006,4,1.8,2,0,0,0,0,0,0,28.802739623934,0,0,2020-02-15 22:33:36
"472",472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1,1362.38727103919,5,0.441176470588235,2020-02-15 22:36:28
"473",473,43,19,31,90007,4,0.3,1,156,0,0,0,1,0,1333.6118105799,5,0.441176470588235,2020-02-15 22:39:21
"474",474,64,39,182,93955,1,1.2,2,547,1,0,0,1,0,13.0698068905622,0,0,2020-02-15 22:42:14
"475",475,60,34,114,90028,2,6.9,1,0,0,0,0,1,0,11.8117590434849,0,0,2020-02-15 22:45:07
"476",476,43,19,152,92008,3,6.1,2,0,1,0,0,0,0,1511.37788952328,2,0.0785294117647059,2020-02-15 22:48:00
"477",477,60,34,53,92717,1,0.8,2,0,0,1,0,0,1,19.6169789601117,0,0,2020-02-15 22:50:52
"478",478,64,39,24,95112,4,0.4,2,78,0,0,0,1,0,19.5120643358678,0,0,2020-02-15 22:53:45
"479",479,44,20,150,95060,2,3.3,1,0,0,0,0,0,1,10.4798927204683,0,0,2020-02-15 22:56:38
"480",480,60,36,132,92154,2,6,1,470,0,0,0,1,1,2321.7627630569,3,0.132352941176471,2020-02-15 22:59:31
"481",481,54,29,68,94998,3,1.6,3,0,0,0,0,1,1,18.7689294619486,0,0,2020-02-15 23:02:24
"482",482,33,9,53,94063,1,1.2,1,0,0,0,0,0,1,16.76543016918,0,0,2020-02-15 23:05:16
"483",483,56,32,173,94022,1,4.6,2,88,1,0,1,1,0,14.213828202337,0,0,2020-02-15 23:08:09
"484",484,29,5,30,90095,3,1,2,0,0,0,0,0,0,22.2845034766942,0,0,2020-02-15 23:11:02
"485",485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1,11.6503559146076,0,0,2020-02-15 23:13:55
"486",486,60,34,15,95014,1,0.8,2,0,0,0,0,1,0,24.7124174982309,0,0,2020-02-15 23:16:48
"487",487,55,30,84,92173,2,3.7,1,304,0,1,0,1,0,15.3511938685551,0,0,2020-02-15 23:19:40
"488",488,39,13,88,94117,4,1.4,2,0,0,0,0,1,1,21.7604422895238,0,0,2020-02-15 23:22:33
"489",489,37,13,43,94122,3,2.8,1,0,0,0,0,1,0,16.837344779633,0,0,2020-02-15 23:25:26
"490",490,53,28,43,91380,2,2.1,3,0,0,0,1,1,1,12.3866141168401,0,0,2020-02-15 23:28:19
"491",491,34,10,90,94303,2,2.7,1,0,0,0,0,1,0,11.1688756244257,0,0,2020-02-15 23:31:12
"492",492,42,18,34,92115,4,0.3,1,104,0,1,0,1,0,20.9967113053426,0,0,2020-02-15 23:34:04
"493",493,60,36,38,94596,4,1.3,1,0,0,0,0,1,0,23.2826586300507,0,0,2020-02-15 23:36:57
"494",494,50,24,173,94720,1,1,1,0,0,0,0,1,1,2248.00800373778,4,0.279411764705882,2020-02-15 23:39:50
"495",495,41,17,160,92647,2,8,1,0,0,0,0,1,0,17.6650814758614,0,0,2020-02-15 23:42:43
"496",496,25,0,44,94545,4,0.6,2,0,0,0,0,1,1,24.8873531399295,0,0,2020-02-15 23:45:36
"497",497,50,24,83,94301,2,0.4,3,0,0,0,0,1,0,28.76648533158,0,0,2020-02-15 23:48:28
"498",498,48,22,94,90623,4,2.6,3,0,0,0,0,1,0,15.1727505680174,0,0,2020-02-15 23:51:21
"499",499,32,8,43,95023,1,2.1,3,0,0,0,0,0,1,13.7697269907221,0,0,2020-02-15 23:54:14
"500",500,50,25,42,93108,3,1.7,2,0,0,0,0,1,0,23.3746402151883,0,0,2020-02-15 23:57:07
"501",501,59,33,34,92177,2,0.3,1,0,0,0,0,0,0,27.2100731078535,0,0,2020-02-16 00:00:00
"502",502,50,26,39,90640,3,1.9,2,0,0,0,0,1,0,12.8218054911122,0,0,2020-02-16 00:02:52
"503",503,44,19,70,92833,1,0.1,2,0,0,0,0,0,0,11.2336076656356,0,0,2020-02-16 00:05:45
"504",504,31,5,39,94022,4,1.8,3,185,0,0,0,0,1,1345.35276261158,5,0.441176470588235,2020-02-16 00:08:38
"505",505,40,10,44,94720,3,2,3,0,0,0,0,1,0,24.3977006617934,0,0,2020-02-16 00:11:31
"506",506,36,12,69,94305,3,3.1,2,0,1,0,0,1,0,21.8723763991147,0,0,2020-02-16 00:14:24
"507",507,51,25,44,94608,3,0.9,3,0,0,0,0,0,0,23.2200872944668,0,0,2020-02-16 00:17:16
"508",508,64,40,32,91380,3,0.1,3,0,0,0,0,1,0,19.5819985773414,0,0,2020-02-16 00:20:09
"509",509,47,22,15,95521,2,0.7,3,0,0,0,0,0,0,29.9594785645604,0,0,2020-02-16 00:23:02
"510",510,52,28,118,90503,2,6.8,1,112,0,0,0,1,0,2524.98003088403,3,0.132352941176471,2020-02-16 00:25:55
"511",511,51,26,62,95136,1,1.3,2,221,0,0,0,1,0,11.7324694851413,0,0,2020-02-16 00:28:48
"512",512,31,5,82,94143,4,2.2,2,0,0,0,0,0,0,29.1931725200266,0,0,2020-02-16 00:31:40
"513",513,39,14,54,95035,3,3,1,108,0,0,0,0,1,27.099630124867,0,0,2020-02-16 00:34:33
"514",514,30,6,48,94607,1,2.1,3,0,0,0,0,0,0,25.3331981645897,0,0,2020-02-16 00:37:26
"515",515,27,1,74,91730,3,0.3,3,0,0,0,0,1,0,13.1131648691371,0,0,2020-02-16 00:40:19
"516",516,41,16,113,92780,1,1,3,211,0,0,0,0,1,10.7290595583618,0,0,2020-02-16 00:43:12
"517",517,53,27,81,90009,3,1.7,2,0,0,0,0,0,0,20.3114729933441,0,0,2020-02-16 00:46:04
"518",518,54,27,43,92834,3,1,2,169,0,0,0,0,0,1361.63276280276,5,0.441176470588235,2020-02-16 00:48:57
"519",519,28,4,34,92677,1,1.8,2,0,0,0,0,1,0,20.1804169919342,0,0,2020-02-16 00:51:50
"520",520,34,9,48,95616,1,2.5,3,105,0,0,0,1,0,24.3123215995729,0,0,2020-02-16 00:54:43
"521",521,61,37,54,90024,4,1.2,2,129,0,0,0,1,1,24.1402986831963,0,0,2020-02-16 00:57:36
"522",522,48,24,75,92518,4,1.4,2,0,0,0,0,1,0,19.5260899746791,0,0,2020-02-16 01:00:28
"523",523,36,11,72,91007,1,2.8,1,224,0,0,0,0,0,18.6031536944211,0,0,2020-02-16 01:03:21
"524",524,56,31,39,93023,4,0.9,1,0,0,0,0,0,0,13.4740243852139,0,0,2020-02-16 01:06:14
"525",525,24,-1,75,93014,4,0.2,1,0,0,0,0,1,0,17.8262856416404,0,0,2020-02-16 01:09:07
"526",526,64,38,79,94024,2,2.8,1,179,0,0,0,0,0,12.0169825758785,0,0,2020-02-16 01:12:00
"527",527,26,2,205,93106,1,6.33,1,271,0,0,0,0,1,28.2868475886062,0,0,2020-02-16 01:14:52
"528",528,33,8,65,90027,2,0.1,1,89,0,0,0,1,0,28.9737308816984,0,0,2020-02-16 01:17:45
"529",529,64,39,122,90089,4,0.2,1,378,1,0,0,1,0,21.7904047248885,0,0,2020-02-16 01:20:38
"530",530,39,15,82,95207,1,0.8,2,0,0,0,0,1,0,26.5650373743847,0,0,2020-02-16 01:23:31
"531",531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1,10.987916928716,0,0,2020-02-16 01:26:24
"532",532,32,6,50,90401,4,2.1,3,0,0,1,1,1,1,19.3915405264124,0,0,2020-02-16 01:29:16
"533",533,62,37,39,94305,2,2.8,1,113,0,0,1,1,1,17.3190450901166,0,0,2020-02-16 01:32:09
"534",534,27,2,101,92807,1,1.9,1,0,0,0,0,0,0,14.9572649039328,0,0,2020-02-16 01:35:02
"535",535,53,28,41,93117,2,0.6,3,0,0,1,0,0,0,24.079770501703,0,0,2020-02-16 01:37:55
"536",536,51,25,132,94143,1,0.3,1,0,0,0,0,1,0,20.2287831157446,0,0,2020-02-16 01:40:48
"537",537,25,-1,43,92173,3,2.4,2,176,0,0,0,1,0,1340.81332325004,5,0.441176470588235,2020-02-16 01:43:40
"538",538,44,20,131,90717,1,4.9,3,0,1,0,0,1,0,26.6868241783231,0,0,2020-02-16 01:46:33
"539",539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1,21.5195821598172,0,0,2020-02-16 01:49:26
"540",540,57,32,21,94720,1,0.3,3,117,0,0,0,0,0,16.0135660367087,0,0,2020-02-16 01:52:19
"541",541,25,-1,109,94010,4,2.3,3,314,0,0,0,1,0,24.7192969964817,0,0,2020-02-16 01:55:12
"542",542,30,6,141,95014,2,4.33,1,0,0,0,0,0,0,21.6937630763277,0,0,2020-02-16 01:58:04
"543",543,40,14,81,94709,3,0.1,1,0,0,0,0,1,0,28.3813260076568,0,0,2020-02-16 02:00:57
"544",544,63,38,54,94704,3,2.4,1,90,0,0,0,0,1,28.8112626597285,0,0,2020-02-16 02:03:50
"545",545,35,10,164,91614,2,7.8,1,0,0,0,0,1,0,24.7344939690083,0,0,2020-02-16 02:06:43
"546",546,43,19,28,94303,4,0.3,1,87,0,0,0,0,0,26.0656375298277,0,0,2020-02-16 02:09:36
"547",547,27,2,68,94025,3,2.6,3,203,0,1,0,0,0,24.9973460566252,0,0,2020-02-16 02:12:28
"548",548,44,14,44,94132,3,2,3,180,0,1,1,1,1,1366.8265952263,5,0.441176470588235,2020-02-16 02:15:21
"549",549,49,23,61,94117,1,1.4,3,0,0,0,0,1,1,10.142774307169,0,0,2020-02-16 02:18:14
"550",550,61,36,35,94110,3,1.3,2,0,0,0,0,0,1,28.0026057874784,0,0,2020-02-16 02:21:07
"551",551,60,34,54,94301,3,0.3,2,0,0,0,0,1,1,15.9226351836696,0,0,2020-02-16 02:24:00
"552",552,59,34,14,93118,1,0.1,1,0,0,0,0,1,1,16.1991578200832,0,0,2020-02-16 02:26:52
"553",553,28,3,52,90024,4,2.2,1,230,0,0,0,1,0,22.9699914949015,0,0,2020-02-16 02:29:45
"554",554,52,28,101,91330,2,0.3,1,0,0,0,0,0,0,29.4057333888486,0,0,2020-02-16 02:32:38
"555",555,28,2,149,94720,2,7.2,1,0,0,0,0,1,0,2338.97444824688,4,0.279411764705882,2020-02-16 02:35:31
"556",556,34,8,35,92037,4,0.8,1,137,0,0,1,1,1,19.9424372240901,0,0,2020-02-16 02:38:24
"557",557,60,34,21,93105,3,0.3,3,129,0,0,0,1,0,28.4017487056553,0,0,2020-02-16 02:41:16
"558",558,39,15,118,95039,2,1.9,1,0,0,0,0,0,1,25.0182442739606,0,0,2020-02-16 02:44:09
"559",559,30,5,38,95064,4,2,2,0,0,1,0,0,0,28.8124311342835,0,0,2020-02-16 02:47:02
"560",560,49,25,24,95818,4,0.2,1,138,0,0,0,1,0,15.2134739467874,0,0,2020-02-16 02:49:55
"561",561,43,18,59,93943,1,3.7,3,0,0,0,0,1,0,21.6690369741991,0,0,2020-02-16 02:52:48
"562",562,63,33,41,94234,4,1.67,3,0,0,0,0,1,0,24.9049911554903,0,0,2020-02-16 02:55:40
"563",563,28,3,85,94035,1,0.8,2,0,0,0,0,1,1,18.1865432858467,0,0,2020-02-16 02:58:33
"564",564,51,27,12,94608,4,1,1,0,0,0,0,1,0,15.7765039429069,0,0,2020-02-16 03:01:26
"565",565,33,7,32,94904,1,0.6,3,152,0,0,0,0,0,1386.54166422784,5,0.441176470588235,2020-02-16 03:04:19
"566",566,55,29,79,90210,3,0.8,1,0,0,0,0,1,0,15.6535582896322,0,0,2020-02-16 03:07:12
"567",567,53,28,175,95060,3,3.6,3,0,1,0,1,1,1,14.9531354987994,0,0,2020-02-16 03:10:04
"568",568,34,8,28,95112,3,0.9,1,0,0,0,0,0,0,25.6413888977841,0,0,2020-02-16 03:12:57
"569",569,34,9,41,92101,2,0.1,1,161,0,0,0,1,1,1352.20223576762,5,0.441176470588235,2020-02-16 03:15:50
"570",570,40,14,70,95136,3,2.1,1,185,0,0,0,0,0,11.9749642303213,0,0,2020-02-16 03:18:43
"571",571,49,25,161,94928,3,6.5,2,485,1,1,1,0,0,1684.93557679467,2,0.0785294117647059,2020-02-16 03:21:36
"572",572,35,9,53,94143,4,2.2,2,0,0,0,0,1,0,14.6724068047479,0,0,2020-02-16 03:24:28
"573",573,39,15,128,92333,1,3.4,1,0,0,0,0,0,0,22.2219242015854,0,0,2020-02-16 03:27:21
"574",574,55,28,50,95020,3,1,2,0,0,0,0,1,1,27.6627325173467,0,0,2020-02-16 03:30:14
"575",575,29,5,80,94709,2,2,2,0,0,0,0,1,1,28.3925350848585,0,0,2020-02-16 03:33:07
"576",576,54,30,93,91107,1,2.7,2,0,0,0,0,1,0,1847.89703395683,1,0.0735294117647059,2020-02-16 03:36:00
"577",577,25,-1,48,92870,3,0.3,3,0,0,0,0,0,1,17.594597209245,0,0,2020-02-16 03:38:52
"578",578,52,28,149,94043,2,6.8,1,0,0,0,0,1,0,28.9725470822304,0,0,2020-02-16 03:41:45
"579",579,46,19,49,92124,3,2.5,2,0,0,0,0,1,1,25.9686239715666,0,0,2020-02-16 03:44:38
"580",580,57,33,88,93524,1,2.7,2,0,0,0,0,1,0,11.7527259606868,0,0,2020-02-16 03:47:31
"581",581,52,22,22,90049,4,0.4,3,0,0,0,0,1,1,13.6581030255184,0,0,2020-02-16 03:50:24
"582",582,28,3,55,94521,4,2.2,1,0,0,0,0,1,1,18.6603594757617,0,0,2020-02-16 03:53:16
"583",583,44,18,72,95678,1,0.7,3,155,0,0,0,0,0,19.2643729271367,0,0,2020-02-16 03:56:09
"584",584,24,-1,38,95045,2,1.7,2,0,0,0,0,1,0,17.2375461738557,0,0,2020-02-16 03:59:02
"585",585,40,16,114,91604,1,3.4,1,300,0,0,0,1,0,15.859910203144,0,0,2020-02-16 04:01:55
"586",586,34,4,83,92653,4,4,3,0,0,0,0,1,0,21.4251958439127,0,0,2020-02-16 04:04:48
"587",587,39,14,101,94305,2,0.4,1,0,0,0,0,1,1,22.7356465021148,0,0,2020-02-16 04:07:40
"588",588,50,24,94,93305,1,4.9,1,272,0,0,0,1,0,15.7206380506977,0,0,2020-02-16 04:10:33
"589",589,41,17,40,93117,2,2.5,1,0,0,0,1,1,1,13.6360207898542,0,0,2020-02-16 04:13:26
"590",590,31,7,128,92821,1,6,1,0,0,0,0,0,0,14.0602764906362,0,0,2020-02-16 04:16:19
"591",591,29,3,39,94612,4,2.1,3,0,0,0,0,1,0,13.3536950638518,0,0,2020-02-16 04:19:12
"592",592,30,5,51,92037,1,1,1,0,0,0,0,1,0,27.6587977027521,0,0,2020-02-16 04:22:04
"593",593,44,20,79,95051,4,2,3,0,0,1,1,1,1,13.5915921535343,0,0,2020-02-16 04:24:57
"594",594,33,7,48,90025,4,2.2,2,0,0,0,0,1,0,16.7959388764575,0,0,2020-02-16 04:27:50
"595",595,50,26,85,94143,1,0,1,144,0,0,0,0,0,20.4271322395653,0,0,2020-02-16 04:30:43
"596",596,42,18,41,92121,1,1.8,1,94,0,0,0,1,0,26.9499256042764,0,0,2020-02-16 04:33:36
"597",597,48,22,152,94022,1,3.5,3,0,1,0,0,1,0,11.3268308434635,0,0,2020-02-16 04:36:28
"598",598,24,-2,125,92835,2,7.2,1,0,0,1,0,0,1,24.8919189628214,0,0,2020-02-16 04:39:21
"599",599,56,31,11,92374,2,0.2,3,90,0,0,0,0,0,11.4471169793978,0,0,2020-02-16 04:42:14
"600",600,28,4,103,94720,2,2.5,1,0,0,0,0,1,1,2391.99550128542,4,0.279411764705882,2020-02-16 04:45:07
"601",601,56,30,141,94143,2,0.5,1,0,0,0,0,1,0,23.093336946331,0,0,2020-02-16 04:48:00
"602",602,58,32,38,91320,1,1.4,1,0,0,0,0,1,1,11.7833902686834,0,0,2020-02-16 04:50:52
"603",603,29,5,135,95035,2,0.6,1,0,0,0,0,0,0,26.4245751826093,0,0,2020-02-16 04:53:45
"604",604,63,38,28,94720,2,0.5,2,89,0,0,0,1,0,16.5252021467313,0,0,2020-02-16 04:56:38
"605",605,28,3,70,90245,4,2.2,1,240,0,0,0,0,1,19.003086257726,0,0,2020-02-16 04:59:31
"606",606,57,31,41,91330,1,0.2,1,0,0,0,0,1,1,18.7244209740311,0,0,2020-02-16 05:02:24
"607",607,34,8,81,91741,3,0.9,2,208,0,0,0,1,0,23.9243336673826,0,0,2020-02-16 05:05:16
"608",608,28,3,170,95014,1,0.1,3,0,1,0,0,0,0,12.6141764596105,0,0,2020-02-16 05:08:09
"609",609,27,2,55,91910,4,1.7,2,0,0,0,0,1,0,21.9836082542315,0,0,2020-02-16 05:11:02
"610",610,37,11,24,91770,4,1.5,3,0,0,0,0,0,0,13.508097557351,0,0,2020-02-16 05:13:55
"611",611,52,28,81,94132,3,1.8,2,275,0,0,0,0,0,15.4534499114379,0,0,2020-02-16 05:16:48
"612",612,49,23,32,94701,4,1.8,1,83,0,0,0,0,0,14.6555134886876,0,0,2020-02-16 05:19:40
"613",613,65,40,129,90095,1,1.3,1,0,0,0,0,1,1,19.2561343871057,0,0,2020-02-16 05:22:33
"614",614,60,35,108,94904,1,0.9,1,0,0,1,0,0,0,14.5127301802859,0,0,2020-02-16 05:25:26
"615",615,37,12,180,90034,1,8.6,1,0,0,0,0,1,1,23.325574491173,0,0,2020-02-16 05:28:19
"616",616,63,37,139,93943,2,6.9,1,0,0,0,0,0,0,18.1833752384409,0,0,2020-02-16 05:31:12
"617",617,40,14,33,94025,2,1.4,3,0,0,0,0,1,1,12.5145251210779,0,0,2020-02-16 05:34:04
"618",618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0,20.370890009217,0,0,2020-02-16 05:36:57
"619",619,63,37,42,91320,2,0.7,3,115,0,0,0,1,0,15.6705690873787,0,0,2020-02-16 05:39:50
"620",620,57,27,73,93106,1,3,3,0,0,0,0,0,0,23.9895727252588,0,0,2020-02-16 05:42:43
"621",621,33,8,115,91129,4,2.9,2,0,1,0,0,1,0,25.0407842639834,0,0,2020-02-16 05:45:36
"622",622,41,17,114,91125,2,1.8,2,0,0,0,0,1,0,16.2154449196532,0,0,2020-02-16 05:48:28
"623",623,41,17,92,93555,2,1.9,1,131,0,0,0,1,0,26.8993805255741,0,0,2020-02-16 05:51:21
"624",624,44,19,34,95616,1,0.3,3,78,0,0,0,1,0,24.9160992819816,0,0,2020-02-16 05:54:14
"625",625,33,6,54,92821,2,1.67,2,122,0,0,0,1,0,12.6101829530671,0,0,2020-02-16 05:57:07
"626",626,52,28,64,95605,2,1,3,211,0,0,0,1,0,24.5769411651418,0,0,2020-02-16 06:00:00
"627",627,30,6,42,94305,1,0.2,3,100,0,0,0,0,1,15.7729688612744,0,0,2020-02-16 06:02:52
"628",628,45,19,70,92677,3,2.1,1,0,0,0,0,1,0,16.3381024776027,0,0,2020-02-16 06:05:45
"629",629,49,24,51,90071,1,1.3,2,0,0,0,0,0,0,26.2986058974639,0,0,2020-02-16 06:08:38
"630",630,45,19,71,91711,4,2.9,1,218,0,0,1,1,1,25.640433896333,0,0,2020-02-16 06:11:31
"631",631,32,7,35,96651,3,1.3,1,108,0,0,0,0,1,18.346782498993,0,0,2020-02-16 06:14:24
"632",632,45,18,40,94960,3,1,2,0,0,0,0,1,0,17.1835311828181,0,0,2020-02-16 06:17:16
"633",633,57,32,165,94720,4,2.7,3,0,1,0,0,1,0,16.2004786357284,0,0,2020-02-16 06:20:09
"634",634,61,31,18,94583,1,1.5,3,0,0,0,0,1,1,13.2111925398931,0,0,2020-02-16 06:23:02
"635",635,57,31,32,90034,3,1.4,1,0,0,1,1,1,1,13.1261040084064,0,0,2020-02-16 06:25:55
"636",636,60,35,35,90509,3,0.2,1,169,0,0,0,1,0,1422.37544399686,5,0.441176470588235,2020-02-16 06:28:48
"637",637,40,16,120,92037,2,6.1,1,196,0,0,0,1,0,2431.90760619473,3,0.132352941176471,2020-02-16 06:31:40
"638",638,53,28,31,90245,4,0.1,3,0,0,0,0,1,0,26.3691952219233,0,0,2020-02-16 06:34:33
"639",639,42,16,35,92054,3,1.5,1,0,0,0,0,0,0,18.7574047548696,0,0,2020-02-16 06:37:26
"640",640,62,36,32,92646,2,0.2,3,0,0,0,0,1,1,13.3806724054739,0,0,2020-02-16 06:40:19
"641",641,43,18,85,94960,1,3.7,3,327,0,1,0,1,0,18.6905505042523,0,0,2020-02-16 06:43:12
"642",642,35,10,139,95060,2,7.8,1,0,0,0,0,0,0,27.058640383184,0,0,2020-02-16 06:46:04
"643",643,50,24,103,94132,1,0.3,1,0,0,0,0,1,0,12.6824542600662,0,0,2020-02-16 06:48:57
"644",644,45,21,152,91902,2,1.4,1,0,0,0,0,1,0,20.3945469250903,0,0,2020-02-16 06:51:50
"645",645,52,27,33,92121,2,2,2,0,0,0,0,1,0,16.9627493945882,0,0,2020-02-16 06:54:43
"646",646,35,9,84,95120,4,2.2,2,322,0,0,0,0,0,27.2225307440385,0,0,2020-02-16 06:57:36
"647",647,58,33,61,90033,4,1.7,1,0,0,0,0,0,0,16.9607048807666,0,0,2020-02-16 07:00:28
"648",648,62,38,64,95064,4,2.2,1,123,0,1,1,1,1,28.6502963351086,0,0,2020-02-16 07:03:21
"649",649,50,25,34,95621,1,1.3,2,0,0,0,0,1,0,18.3005017554387,0,0,2020-02-16 07:06:14
"650",650,25,-1,82,92677,4,2.1,3,0,0,0,0,1,0,18.3006031066179,0,0,2020-02-16 07:09:07
"651",651,47,22,122,90037,1,5.1,3,163,1,1,0,0,0,16.8426995212212,0,0,2020-02-16 07:12:00
"652",652,28,4,58,92121,3,1.5,1,131,0,0,0,0,0,27.8510936163366,0,0,2020-02-16 07:14:52
"653",653,34,9,92,90005,1,2.8,1,0,0,0,0,1,0,29.4184190547094,0,0,2020-02-16 07:17:45
"654",654,49,23,78,92691,2,2.4,2,205,0,0,0,0,1,19.1035538073629,0,0,2020-02-16 07:20:38
"655",655,54,29,129,93940,4,4.2,3,0,1,0,0,0,0,29.5183078479022,0,0,2020-02-16 07:23:31
"656",656,50,25,13,91109,2,0.7,3,0,0,0,0,0,0,10.8570197504014,0,0,2020-02-16 07:26:24
"657",657,37,11,81,94539,1,2.8,3,145,0,0,0,0,0,28.8099320838228,0,0,2020-02-16 07:29:16
"658",658,38,8,23,95207,1,0.67,3,0,0,0,0,0,0,24.6377976704389,0,0,2020-02-16 07:32:09
"659",659,52,26,35,91711,3,0.9,3,0,0,0,0,0,0,29.2802449781448,0,0,2020-02-16 07:35:02
"660",660,63,39,79,93009,4,1.7,2,0,0,0,0,1,1,20.4990250477567,0,0,2020-02-16 07:37:55
"661",661,39,14,165,92126,2,3.3,1,0,0,0,0,1,0,16.8728565610945,0,0,2020-02-16 07:40:48
"662",662,63,38,52,94720,2,2.8,1,0,0,0,0,1,0,2329.19642804191,4,0.279411764705882,2020-02-16 07:43:40
"663",663,65,41,185,93561,3,2,2,0,1,0,0,0,0,13.0929567432031,0,0,2020-02-16 07:46:33
"664",664,46,20,49,90503,3,2.2,2,0,0,0,0,0,0,26.7703291634098,0,0,2020-02-16 07:49:26
"665",665,54,30,64,95126,1,1.8,3,227,0,0,0,0,1,25.2059234213084,0,0,2020-02-16 07:52:19
"666",666,54,24,61,92866,4,2,3,0,0,1,0,1,0,20.6622269423679,0,0,2020-02-16 07:55:12
"667",667,52,26,112,92120,1,2.4,1,0,0,1,1,1,1,24.244491844438,0,0,2020-02-16 07:58:04
"668",668,63,39,72,93106,3,2,3,190,0,1,0,1,0,10.4420735407621,0,0,2020-02-16 08:00:57
"669",669,66,41,18,94010,3,0.5,1,0,0,0,0,0,0,27.4382485728711,0,0,2020-02-16 08:03:50
"670",670,56,29,41,94109,4,2.5,2,0,0,0,0,0,0,10.8665488148108,0,0,2020-02-16 08:06:43
"671",671,23,-1,61,92374,4,2.6,1,239,0,0,0,1,0,11.2983865523711,0,0,2020-02-16 08:09:36
"672",672,65,41,105,92612,1,3,2,282,1,1,1,1,0,21.2184663675725,0,0,2020-02-16 08:12:28
"673",673,51,27,23,96651,1,0.2,1,0,0,0,0,1,0,15.7144377520308,0,0,2020-02-16 08:15:21
"674",674,34,10,22,95670,1,0.5,3,85,0,0,0,0,0,13.6544730234891,0,0,2020-02-16 08:18:14
"675",675,49,23,59,95827,3,2.1,1,0,0,0,0,0,0,27.5702569866553,0,0,2020-02-16 08:21:07
"676",676,29,2,33,91711,1,2,2,160,0,0,0,0,0,1402.07838607021,5,0.441176470588235,2020-02-16 08:24:00
"677",677,47,23,11,94063,1,0.9,3,103,0,0,0,0,1,17.414113744162,0,0,2020-02-16 08:26:52
"678",678,46,21,204,92780,2,2.8,1,0,0,0,0,1,0,23.129902491346,0,0,2020-02-16 08:29:45
"679",679,52,27,61,92101,4,1.8,3,207,0,0,0,0,0,29.6526040090248,0,0,2020-02-16 08:32:38
"680",680,55,31,103,92093,3,1.8,2,364,0,0,0,0,0,27.6478192163631,0,0,2020-02-16 08:35:31
"681",681,61,36,51,94706,3,1.5,1,0,0,0,0,0,1,11.430691042915,0,0,2020-02-16 08:38:24
"682",682,34,9,164,94720,1,6,3,0,1,0,0,1,0,14.7374549414963,0,0,2020-02-16 08:41:16
"683",683,58,34,12,90504,1,0.1,2,0,0,0,0,0,1,12.2100788727403,0,0,2020-02-16 08:44:09
"684",684,40,16,82,91311,1,3.6,2,0,0,0,0,0,0,18.9454394392669,0,0,2020-02-16 08:47:02
"685",685,43,17,164,90266,1,2.4,1,449,0,0,0,1,0,28.2383408211172,0,0,2020-02-16 08:49:55
"686",686,35,8,48,93107,2,1.67,2,0,0,0,0,1,0,26.0088447853923,0,0,2020-02-16 08:52:48
"687",687,24,-1,38,92612,4,0.6,2,0,0,0,0,1,0,26.7272392334417,0,0,2020-02-16 08:55:40
"688",688,48,22,65,92120,2,1.5,2,0,0,0,0,1,0,16.4589280076325,0,0,2020-02-16 08:58:33
"689",689,44,20,71,94304,4,1.9,1,207,0,0,0,1,0,10.0951544893906,0,0,2020-02-16 09:01:26
"690",690,54,30,18,94591,1,0.3,1,0,0,1,1,1,0,20.0129167782143,0,0,2020-02-16 09:04:19
"691",691,59,34,52,94115,2,1.6,3,75,0,0,0,1,0,22.0747581264004,0,0,2020-02-16 09:07:12
"692",692,45,18,48,90025,3,2.5,2,113,0,0,0,1,1,26.3131449418142,0,0,2020-02-16 09:10:04
"693",693,26,2,30,94720,1,1,3,111,0,0,0,0,0,15.6756663462147,0,0,2020-02-16 09:12:57
"694",694,40,15,40,92096,2,2.2,3,107,0,0,0,1,0,18.1072353385389,0,0,2020-02-16 09:15:50
"695",695,32,7,112,90740,1,3.8,1,81,0,0,0,1,0,26.8163732718676,0,0,2020-02-16 09:18:43
"696",696,29,4,115,92717,1,1.9,1,0,0,0,0,0,0,15.9313702490181,0,0,2020-02-16 09:21:36
"697",697,51,27,63,92251,2,1,3,82,0,0,0,1,0,16.3728637108579,0,0,2020-02-16 09:24:28
"698",698,42,17,85,92648,1,3.7,3,0,0,0,0,1,0,25.2724454645067,0,0,2020-02-16 09:27:21
"699",699,64,38,59,92028,1,2.5,3,220,0,0,0,0,0,24.6291158720851,0,0,2020-02-16 09:30:14
"700",700,44,20,68,95060,1,0.8,3,91,0,0,0,0,0,14.0709690842777,0,0,2020-02-16 09:33:07
"701",701,37,11,84,90089,2,1.8,1,0,0,0,0,1,1,13.9763936772943,0,0,2020-02-16 09:36:00
"702",702,44,19,62,93106,3,0.8,3,0,0,0,0,0,1,12.5247476389632,0,0,2020-02-16 09:38:52
"703",703,35,9,109,92709,3,4,1,0,1,0,0,0,0,27.8449726710096,0,0,2020-02-16 09:41:45
